1353083875,23
1353084475,23
1353085075,23
1353085675,24
1353086276,24
1353086876,24
1353087476,24
1353088076,24
1353088676,24
1353089276,24
1353089876,24
1353090476,24
1353091076,24
1353091676,24
1353092277,24
1353092877,24
1353094130,24
1353096142,25
1353096742,25
1353097342,25
1353097942,26
1353098542,26
1353099142,26
1353099742,24
1353100342,24
1353100942,24
1353101543,24
1353102143,24
1353102743,24
1353103343,24
1353103943,24
1353104543,24
1353105143,24
1353105743,24
1353106343,23
1353106943,22
1353107544,22
1353108144,22
1353108744,22
1353109344,22
1353109944,22
1353110544,22
1353111144,22
1353111744,22
1353112344,22
1353112944,22
1353113545,22
1353114145,22
1353114745,22
1353115345,22
1353115945,22
1353116545,22
1353117145,22
1353117745,22
1353118345,22
1353118945,22
1353119546,22
1353120146,22
1353120746,22
1353121346,21
1353121946,21
1353122546,21
1353123146,21
1353123746,21
1353124346,21
1353124946,20
1353125547,20
1353126147,20
1353126747,20
1353127347,21
1353127947,21
1353128547,21
1353129147,21
1353129747,21
1353130801,21
1353131401,21
1353132001,21
1353132601,21
1353133201,21
1353133801,21
1353134401,21
1353135001,21
1353135601,21
1353136202,21
1353136802,21
1353137402,21
1353138002,21
1353138602,20
1353139202,20
1353139802,21
1353140402,21
1353141002,21
1353141602,21
1353142202,21
1353142803,21
1353143403,21
1353144003,21
1353144603,21
1353145203,21
1353145803,21
1353146403,21
1353147003,21
1353147603,21
1353148203,21
1353148804,21
1353149404,21
1353150004,21
1353150604,21
1353151204,21
1353151804,21
1353152404,21
1353153004,21
1353153604,21
1353154204,21
1353154805,21
1353155405,21
1353156005,21
1353156605,21
1353157205,21
1353157805,21
1353158405,21
1353159005,21
1353159605,21
1353160205,21
1353160806,21
1353161406,21
1353162006,21
1353162606,21
1353163206,21
1353163806,21
1353164406,21
1353165006,21
1353165606,21
1353166206,21
1353166806,21
1353167407,21
1353168007,21
1353168607,22
1353169207,23
1353169807,23
1353170407,23
1353171007,23
1353171607,23
1353172207,23
1353172807,22
1353173408,22
1353174008,22
1353174608,23
1353175208,23
1353175808,23
1353176408,23
1353177008,23
1353177608,23
1353178208,23
1353178808,23
1353179408,23
1353180009,23
1353180609,23
1353181209,23
1353181809,23
1353182409,23
1353183009,23
1353183609,23
1353184209,23
1353184809,23
1353185409,22
1353186010,23
1353186610,23
1353187210,23
1353187810,23
1353188410,23
1353189010,24
1353189610,24
1353190210,24
1353190810,24
1353191410,24
1353192011,24
1353192611,24
1353193211,24
1353193811,24
1353194411,24
1353195011,24
1353195611,24
1353196211,24
1353196811,25
1353197411,25
1353198012,24
1353198612,24
1353199212,24
1353199812,24
1353200412,24
1353201012,24
1353201612,24
1353202212,24
1353202812,24
1353203412,24
1353204012,24
1353204612,23
1353205213,23
1353205813,23
1353206413,23
1353207013,23
1353207613,23
1353208213,23
1353208813,23
1353209413,23
1353210013,23
1353210614,23
1353211214,22
1353211814,22
1353212414,22
1353213014,22
1353213614,22
1353214214,22
1353214814,21
1353215414,21
1353216014,21
1353216614,21
1353217215,21
1353217815,21
1353218415,21
1353219015,21
1353219615,21
1353220215,21
1353220815,21
1353221415,21
1353222015,21
1353222615,21
1353223216,21
1353223816,21
1353224416,21
1353225016,21
1353225616,21
1353226216,21
1353226816,21
1353227416,21
1353228016,21
1353228616,21
1353229217,21
1353229817,21
1353230417,21
1353231017,21
1353231617,21
1353232217,21
1353232817,21
1353233417,21
1353234017,21
1353234617,21
1353235218,21
1353235818,21
1353236418,21
1353237018,21
1353237618,21
1353238218,21
1353238818,21
1353239418,20
1353240018,21
1353240618,21
1353241219,21
1353241819,21
1353242419,21
1353243019,21
1353243619,21
1353244219,21
1353244819,21
1353245419,21
1353246019,21
1353246619,21
1353247220,21
1353247820,21
1353248420,21
1353249020,21
1353249620,21
1353250220,21
1353250820,21
1353251420,21
1353252020,21
1353252620,22
1353253221,22
1353253821,22
1353254421,22
1353255021,22
1353255621,22
1353256221,22
1353256821,22
1353257421,22
1353258021,22
1353258621,22
1353259222,22
1353259822,22
1353260422,22
1353261022,22
1353261622,22
1353262222,22
1353262822,22
1353263422,22
